,CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,MONTHLY_AVERAGE_PURCHASE,LIMIT_USAGE,PAYMENTS_TO_MINIMUM_PAYMENT_RATIO,AVERAGE_AMOUNT_PER_PURCHASE,MONTHLY_CASH_ADVANCE,MONTHLY_INSTALLMENTS_PURCHASES,MONTHLY_ONEOFF_PURCHASES,MONTHLY_CASH_ADVANCE_TRANSACTION
7084,C17275,11.441738,0.363636,93.6,124.8439065,93.6,714.960288,0.25,0.1369492,0.25,0.246368911,4.149109192,3,1900,603.723258,130.224347,0.25,12,31.2,0.006021967,4.63602446,31.2,241.8325581,31.2,75.96728454,172.3165757
7056,C17247,166.514439,0.777778,503.92,370.3,133.62,796.0602547,0.777778,0.444444,0.666667,0.294327417,3.658723009,14,2500,142.308045,130.127411,0.482144383,9,71.98855086,0.066605776,1.093605443,35.99428571,300.5195385,22.26998887,92.57509258,217.578716
3236,C13329,161.5663294,0.577616058,103.68,103.68,62.34574994,763.2524007,0.111111,0.111111,0.2214309,0.285791733,5.759318481,1,2500,230.652819,130.1082368,0.225925123,9,103.6801037,0.064626532,1.772776456,103.68,296.7399416,31.28427674,103.6801037,132.5247776
6501,C16678,68.607989,0.909091,584.26,188.54,395.72,933.6219268,1,0.083333,1,0.248354914,4.965824334,26,4000,298.014685,130.102479,0.090909,12,48.68833333,0.017151997,2.290614962,22.47153846,313.2687246,32.97666667,188.5407542,188.009455
8815,C19054,11.25397,0.888889,154.64,282.396024,154.64,877.9898169,0.888889,0.348270608,0.777778,0.548953048,6.755481019,8,1500,123.322205,130.085578,0.857143,9,19.32999758,0.007502647,0.94800828,19.33,177.7099597,22.09142226,90.09470027,129.9670319
8826,C19065,72.881984,1,654.84,460.89,193.95,522.578587,1,0.888889,0.888889,0.35335144,4.100042285,17,1500,580.489782,130.035215,0.714286,9,72.76,0.048587989,4.46409676,38.52,164.3244683,24.24374697,57.6112428,127.4568775
1345,C11389,61.976914,0.818182,401.63,401.63,247.1593024,206.2951379,0.5,0.5,0.192095783,0.083333,1.309716097,7,6000,806.587482,130.017867,0.2,12,66.93833333,0.010329486,6.20366647,57.37571429,206.295963,107.2205136,66.93833333,157.5113404
792,C10820,10.096031,1,184.92,476.1277551,184.92,124.3242043,1,0.400161769,1,0.083333,1.316419652,12,4000,185.189285,129.992635,0.545455,12,15.41,0.002524008,1.424613671,15.41,124.3247016,15.41,99.15318254,94.44116403
1353,C11398,15.730229,1,163.24,55,108.24,408.6159441,1,0.083333,1,0.144270428,4.44447303,13,1200,179.844127,129.984859,0.166667,12,13.60333333,0.013108524,1.383577506,12.55692308,236.0243134,9.02,55.00022,91.9379961
5690,C15847,26.572803,1,277.33,524.2884857,277.33,177.1322907,1,0.497083397,0.916667,0.105797577,2.078291058,17,6000,258.265698,129.984016,1,12,23.11083333,0.004428801,1.986903513,16.31352941,139.521383,25.21180901,87.89411871,85.22978052
7224,C17418,167.044456,1,1477.42,499.8118563,1477.42,1434.563127,1,0.53775827,1,0.083333,1,49,2500,2860.74586,129.895885,0.5,12,123.1183333,0.066817782,22.02337557,30.15142857,1434.568865,123.1183333,77.45299386,1434.563127
1325,C11369,57.862875,0.272727,579,640.121479,579,209.1108971,0.25,0.213529889,0.25,0.109425188,2.188564428,6,5000,2124.54787,129.84145,1,12,193,0.011572575,16.36263204,96.5,159.2495145,193,249.817282,95.54706018
1062,C11096,160.852061,0.888889,4704.98,2017.22,2687.76,995.0146467,0.888889,0.666667,0.777778,0.305037244,12.80725699,45,4500,4372.542801,129.801874,0.833333,9,588.1224265,0.035744902,33.68628407,104.5551111,362.4383093,383.9656046,336.2031652,77.69147192
7789,C18000,91.478145,0.636364,209.4,148.9794342,209.4,218.3727296,0.333333,0.146371128,0.333333,0.198361879,3.466858865,4,2000,431.612195,129.715755,0.10959389,12,52.35005235,0.045739073,3.3273691,52.35,91.7400438,52.35005235,84.81831785,62.98864132
2031,C12093,556.43723,0.636364,403.3,303.1,100.2,1507.073325,0.666667,0.416667,0.333333,0.171673491,3.120171777,14,7500,1318.460544,129.682608,0.233686222,12,50.41247479,0.074191631,10.16682626,28.80714286,731.5599117,25.05002505,60.6199515,483.009729
8662,C18898,327.508171,0.875,2477.68,1419.31,1058.37,579.5075633,0.875,0.875,0.75,0.327797378,4.442167967,42,2000,1724.519418,129.61823,0.833333,8,353.9542857,0.163754086,13.30460552,58.99238095,220.9854329,176.395,202.7585714,130.4560223
1280,C11323,43.124063,0.727273,491.43,491.43,375.3027958,223.9329841,0.545455,0.545455,0.595683821,0.11777487,1.611896806,7,2100,714.720575,129.562455,1,11,81.90493175,0.020535268,5.516417353,70.20428571,172.8513391,57.276083,81.90493175,138.9251367
1783,C11842,80.55139,0.909091,2132.7,914,1218.7,453.0324655,1,1,1,0.111856939,1.342284532,38,10000,1731.530778,129.508802,0.545455,12,177.725,0.008055139,13.36998529,56.12368421,337.5088369,101.5583333,76.16666667,337.5085196
921,C10953,39.798993,0.454545,20.09,20.09,299.4867209,376.2103087,0.333333,0.333333,0.195670642,0.11152337,1.990236629,5,3200,2726.869872,129.4611458,0.444610379,12,5.022505023,0.012437185,21.06322986,4.018,281.114704,127.5471192,5.022505023,189.0279293
4431,C14554,148.180803,0.818182,1200,360.2893271,1200,1381.9237,0.5,0.108194593,0.416667,0.258748817,5.510503432,12,8000,1654.263363,129.321856,0.714286,12,200,0.0185226,12.79183128,100,445.0660278,239.999808,277.501026,250.7799364
7642,C17847,16.388956,0.272727,68.88,66.06996881,68.88,409.6697979,0.166667,0.132064145,0.166667,0.163927633,3.169212606,2,3000,639.609691,129.312379,0.108914545,12,34.43993112,0.005462985,4.946237135,34.44,208.2574435,34.43993112,41.69057933,129.2654829
613,C10637,32.612745,1,1223.41,769.41,454,159.2567028,1,1,0.916667,0.083333,1.460067785,25,6000,1222.343069,129.304142,0.8,12,101.9508333,0.005435458,9.453239858,48.9364,159.2573398,41.27271226,64.1175,109.0748692
1941,C12002,662.022698,0.875,280,280,258.5159757,2276.320971,0.125,0.125,0.619613993,0.25,2,1,3000,1914.038297,129.180504,0.142857,8,280,0.220674233,14.81677372,280,1138.160486,52.15262622,280,1138.160486
2907,C12990,34.869037,1,356.32,298.2006646,356.32,1394.750721,1,0.217360759,0.875,0.519314371,9.968487386,8,1000,286.841222,129.155038,0.571429,8,44.54,0.034869037,2.220906179,44.54,335.7192676,50.90285714,171.4894776,139.9159839
6560,C16738,38.424273,1,442.04,568.3643065,442.04,150.1144377,0.666667,0.294175747,0.666667,0.105639238,2.070690878,12,2000,435.927928,129.152786,0.8,12,55.25497237,0.019212137,3.375288614,36.83666667,118.4175185,55.25497237,161.0047489,72.49485632
1726,C11782,14.891634,0.222222,744.546038,367.5114588,377.0345792,116.193463,0.484779419,0.203787179,0.366033932,0.111111,1,12.02419656,3000,1969.498865,129.1066948,0.448568761,9,170.6494423,0.004963878,15.25481594,61.92064761,116.1935792,114.4504029,200.3786827,116.193463
8828,C19068,30.17549,1,235.71,282.864714,235.71,819.2256365,1,0.388451886,0.888889,0.51661201,6.316427135,9,1500,171.066972,128.961432,0.857143,9,26.19,0.020116993,1.32649715,26.19,176.1961955,29.46374632,80.90940938,129.6976311
7168,C17361,231.859622,0.888889,190,190,225.0985715,108.768879,0.111111,0.111111,0.190559514,0.111111,2,1,1200,119.940752,128.955873,0.091803482,9,190.00019,0.193216352,0.930091427,190,108.7689878,131.2500847,190.00019,54.3844395
7516,C17718,15.813502,0.636364,120.88,162.722177,120.88,212.9645686,0.416667,0.150070918,0.416667,0.201412723,3.453812631,5,5000,258.872386,128.94568,0.5,12,24.17598066,0.0031627,2.007608056,24.176,88.11284165,24.17598066,90.35848942,61.66071856
6341,C16515,42.504303,0.272727,117.62,325.329607,117.62,308.1365752,0.083333,0.121871104,0.083333,0.112575696,1.98882102,1,2500,1408.151874,128.91478,0.209855164,12,117.6204705,0.017001721,10.92312203,117.62,228.0958405,117.6204705,222.4547055,154.9342913
3237,C13330,56.837819,0.727273,584.34,584.34,190.2267863,1465.579381,0.5,0.5,0.260121193,0.171727097,3.455526671,8,9500,1074.374998,128.896127,0.1,12,97.39,0.005982928,8.335200002,73.0425,711.195947,60.9417172,97.39,424.1261957
470,C10488,206.596865,0.363636,1726.67,1726.67,287.9865115,384.1818252,0.166667,0.166667,0.192850837,0.112938679,2.041058001,4,6000,4804.383296,128.834658,0.458708998,12,863.3332733,0.034432811,37.29107812,431.6675,283.4737614,124.4426849,863.3332733,188.2268044
8832,C19072,324.334482,0.888889,1109.987954,285.8073964,824.1805572,530.188202,0.954289046,0.640731078,0.823575216,0.333333,7,50.52147191,500,234.651005,128.759514,0.161141446,9,129.2396632,0.648668964,1.822397411,21.97061787,176.7295774,111.1927796,49.56272367,75.74117171
1281,C11324,200.971458,1,569.68,291.7,277.98,895.1053708,0.333333,0.083333,0.25,0.135343803,2.30836232,10,4000,311.300085,128.751781,0.137963727,12,142.4201424,0.050242865,2.417831292,56.968,551.1306208,92.66,291.7011668,387.7664105
5251,C15397,12.132712,0.8,244.18,810.5478803,244.18,189.4731361,1,0.493529948,1,0.118886339,2.041780697,10,2500,231.239325,128.726662,1,10,24.418,0.004853085,1.796359211,24.418,159.3733459,24.418,164.2347913,92.79798579
1252,C11295,621.386746,0.571429,178.83,178.83,277.5996497,913.392266,0.285714,0.285714,0.600797691,0.142857,1,4,1200,96.011391,128.725608,0.2598958,7,89.41508942,0.517822288,0.745860847,44.7075,913.3931794,66.00739885,89.41508942,913.392266
4573,C14698,147.085066,0.818182,1381.14,1027.14,354,630.4748408,0.666667,0.333333,0.25,0.20185303,2.422235766,11,2500,1457.406626,128.626652,1,12,172.6424137,0.058834026,11.33051824,125.5581818,260.286259,118,256.7852568,260.2863229
2945,C13031,6.149295,0.181818,169.01,541.8863366,169.01,763.3270694,0.25,0.187180554,0.25,0.14486095,3.722782591,3,10000,731.852542,128.525835,0.666667,12,56.33666667,0.00061493,5.694205698,56.33666667,439.1148149,56.33666667,241.2493909,205.0420756
2208,C12276,24.463674,0.818182,254.37,239.9444613,254.37,162.2473352,0.75,0.135325852,0.666667,0.145200758,2.11361741,10,4000,206.073166,128.455136,0.125,12,28.26333333,0.006115919,1.604242325,25.437,93.11667161,31.7962341,147.7572203,76.76286844
8315,C18535,636.560481,0.666667,202.77,181.61,21.16,1148.569187,0.5,0.333333,0.166667,0.5,9,5,1500,76.573549,128.452063,0.192698723,6,67.59,0.424373654,0.59612549,40.554,382.8563957,21.15995768,90.80509081,127.6187986
3986,C14097,54.096839,0.727273,185.99,44.99,141,260.0867431,0.333333,0.083333,0.25,0.083333,1.331263773,5,4000,367.310313,128.442353,0.210433154,12,46.4975465,0.01352421,2.859728932,37.198,260.0877835,47,44.99017996,195.3683022
7802,C18013,53.090328,1,546.7,458.0382535,546.7,47.68994,0.833333,0.288354002,0.75,0.083333,1,14,2500,753.224953,128.402444,0.454545,12,54.67002187,0.021236131,5.866126294,39.05,47.69013076,60.74444444,132.3715094,47.68994
8414,C18639,32.092521,0.909091,573.02,244.7380201,573.02,618.2979423,0.833333,0.193837386,0.75,0.155787585,2.695601593,10,2000,560.142443,128.36766,0.555556,12,57.30202292,0.016046261,4.363579137,57.302,330.7377056,63.66888889,105.2162094,229.3728954
2787,C12866,111.902733,1,1554.86,1499.12,55.74,366.1306814,0.833333,0.833333,0.083333,0.190845372,3.517568357,25,4000,1411.67445,128.359788,0.272727,12,155.4860622,0.027975683,10.99779356,62.1944,159.8723078,55.74022296,149.91206,104.0863017
4795,C14928,4.12565,0.363636,25.69,25.69,183.4699407,175.073235,0.083333,0.083333,0.118186502,0.110194514,2.322335594,1,4500,163.352538,128.336305,0.53157503,12,25.69010276,0.000916811,1.272847446,25.69,132.3971191,129.3647025,25.69010276,75.38670786
5319,C15470,303.054817,0.636364,894.4,609.4,285,821.5566794,0.636364,0.363636,0.454545,0.40900063,10.31213128,12,4000,183.620398,128.25155,0.109750086,11,127.7713556,0.075763704,1.431720693,74.53333333,182.6084496,57.000057,152.3501524,79.66895077
8835,C19075,191.37693,1,510,282.2861609,780,891.764414,0.555556,0.338851929,0.444444,0.556533938,6.85839729,7,1000,459.17484,128.231992,0.1847028,9,101.9999184,0.19137693,3.580813437,72.85714286,178.0393397,195.000195,92.5629347,130.0251905
3472,C13568,20.661831,0.454545,298.8,550.4049365,298.8,694.9965718,0.416667,0.196219135,0.333333,0.138127098,3.534234756,5,5000,529.767238,128.122144,1,12,59.75995219,0.004132366,4.134860856,59.76,419.2977457,74.7000747,233.7543586,196.6469745
5810,C15972,69.722927,0.818182,947.72,547.9399721,947.72,262.940415,0.75,0.336603061,0.666667,0.111304743,2.342632944,12,1200,769.133717,127.904622,0.666667,12,105.3022222,0.058102439,6.013337946,78.97666667,196.8622412,118.4649408,135.6543348,112.2414059
6566,C16744,45.22614,0.727273,526.9638075,137.361236,389.6025715,146.123548,0.668783428,0.11564972,0.643353693,0.083333,1,23.06875056,150,298.10235,127.897927,0.099886103,12,65.66198979,0.3015076,2.330783282,22.84318806,146.1241325,50.46505728,98.97792843,146.123548
8859,C19099,812.934042,1,50,50,259.5863412,2185.500596,0.142857,0.142857,0.717950237,1,16,1,3000,726.683966,127.843735,0.198697155,7,50.00005,0.270978014,5.68415782,50,312.2143709,51.65227495,50.00005,136.5937873
2991,C13079,17.415068,0.727273,147.7,109.5731701,147.7,227.2174578,0.666667,0.143956867,0.666667,0.147967554,2.163419648,14,4000,177.088102,127.799107,0.181818,12,18.46249077,0.004353767,1.385675582,10.55,127.9658116,18.46249077,63.42939878,105.0269919
481,C10502,45.753138,0.545455,449.96,462.1498491,449.96,1364.351515,0.5,0.142379928,0.5,0.190900511,3.581613588,8,7000,1023.209164,127.78905,0.6,12,74.99333333,0.006536163,8.007017534,56.245,595.5770306,74.99333333,270.4909887,380.9320802
1635,C11688,49.416158,0.727273,590,350,240,284.7110327,0.583333,0.083333,0.5,0.13110705,2.146568029,7,6000,836.812414,127.768461,1,12,84.28576245,0.008236026,6.549444264,84.28571429,180.9660074,40,350.0014,132.6354576
5967,C16132,64.152423,0.818182,487,487,726.7757793,1023.706202,0.666667,0.666667,0.531824828,0.394281749,11.32014993,13,500,454.888506,127.731899,0.2,12,60.87496956,0.128304846,3.561275684,37.46153846,216.3652015,113.8808214,60.87496956,90.43221232
8011,C18227,31.812848,0.636364,662,235,427,209.422817,0.5,0.083333,0.416667,0.204498698,3.450028324,7,3500,955.231844,127.625326,0.5,12,110.3333333,0.009089385,7.484657426,94.57142857,85.33991443,85.39993168,235.00094,60.70176744
7332,C17529,112.702102,0.909091,1437.38,1437.38,520.8743636,196.2082466,0.583333,0.583333,0.640834107,0.129836832,2.431581331,17,2000,1469.057487,127.594194,1,12,205.3401173,0.056351051,11.51351359,84.55176471,125.93258,67.73390567,205.3401173,80.69162404
5245,C15391,118.941982,0.285714,1250,732.7474147,1250,591.4504186,0.714286,0.488447057,0.714286,0.293651591,3.191044589,5,3000,1130.438324,127.592031,0.564125083,7,249.9999,0.039647327,8.859787834,250,287.7318552,249.9999,214.3081847,185.3469615
5078,C15220,99.446029,0.181818,1290.032131,953.3494599,336.6826712,1045.066588,0.477269111,0.355518628,0.315571164,0.083333,5,19.11146137,1200,7142.732735,127.577579,1,12,225.2454119,0.082871691,55.98736699,67.50044418,1045.070768,88.90827959,223.4644884,209.0133176
8638,C18871,49.519627,0.545455,210,210,517.6165737,446.514417,0.083333,0.083333,0.912980609,0.083333,1,1,500,885.24483,127.542299,0.094307481,12,210.00084,0.099039254,6.94079405,210,446.5162031,47.24603574,210.00084,446.514417
8571,C18804,134.142415,0.909091,1729.67,1729.67,563.859722,682.8475395,0.666667,0.666667,0.629332272,0.279067234,6.766422207,11,1200,1735.980519,127.46298,0.333333,12,216.2086419,0.111785346,13.61948794,157.2427273,203.9077139,74.66375431,216.2086419,100.9170753
1075,C11109,42.125651,0.636364,453.89,453.89,162.7012508,251.1305835,0.25,0.25,0.243199962,0.130396797,2.564761042,3,6500,793.296498,127.427088,1,12,151.2966667,0.006480869,6.225493421,151.2966667,160.4912786,55.75016323,151.2966667,97.91578216
8827,C19066,33.725413,1,388.44,283.0014743,388.44,802.0786812,1,0.400176487,0.888889,0.507175133,6.188314443,9,1000,317.537207,127.402267,1,9,43.16,0.033725413,2.492398404,43.16,175.7181053,48.55499393,78.5768511,129.6118173
8773,C19011,8.820603,0.636364,124,282.5110374,124,849.8135248,0.545455,0.367221448,0.454545,0.533405291,6.54549941,6,1000,193.804464,127.387848,1,11,20.66664944,0.008820603,1.521373247,20.66666667,144.8350368,24.8000248,69.93823943,129.8317319
2782,C12861,95.843629,0.818182,1210.95,201.99,1008.96,2175.20303,0.75,0.25,0.666667,0.359747075,12.98012977,21,8000,1110.838265,127.360837,0.727273,12,134.55,0.011980454,8.721976796,57.66428571,503.8732264,126.1199369,67.33,167.5794517
1997,C12059,163.950974,0.777778,1014.21,264.42,749.79,268.071098,0.777778,0.444444,0.666667,0.111111,1,20,1500,938.36331,127.327376,0.6,9,144.8871015,0.109300649,7.36969016,50.7105,268.0713661,124.9649375,66.10506611,268.071098
2069,C12134,482.799015,0.818182,4240.41,4240.41,837.6848755,3193.058998,0.333333,0.333333,0.500484429,0.417695402,16.75169424,4,6000,6360.427012,127.311184,1,12,1060.10356,0.080466503,49.95968785,1060.1025,637.0389724,139.4790106,1060.10356,190.6111079
7698,C17903,25.474414,0.818182,240,88.73416275,240,174.8344188,1,0.111730233,1,0.136645819,2.69193264,12,2000,188.072777,127.210691,0.222222,12,20,0.012737207,1.478435307,20,106.6226176,20,66.18185045,64.94754594
2702,C12778,127.062095,0.818182,453.3,330.8,122.5,222.7627636,0.583333,0.416667,0.166667,0.083333,1.331563978,9,7000,593.965783,127.194961,0.166667,12,64.75717986,0.018151728,4.669727309,50.36666667,222.7636546,61.2498775,66.15994707,167.2940747
8876,C19116,16.023788,1,207.28,280.0000003,207.28,1178.402374,1,0.142857029,0.875,0.714285977,8.999999687,8,1000,173.073406,127.144223,0.714286,8,25.91,0.016023788,1.361236885,25.91,206.2203396,29.61142857,245.0001961,130.9336017
6122,C16292,150.580574,0.818182,2697.86,1867,830.86,800.1301516,1,0.75,0.833333,0.276680155,5.681306053,43,1200,2541.202407,127.089174,0.111111,12,224.8216667,0.125483812,19.99542783,62.74093023,240.9913087,83.08603323,207.4444444,140.8356009
5468,C15620,184.890347,0.454545,1686.86,1686.86,422.3496135,665.6623746,0.25,0.25,0.20071527,0.102102095,1.717552607,5,6000,3873.506886,127.016328,0.233303382,12,562.2866667,0.030815058,30.49613343,337.372,543.2980057,175.3518859,562.2866667,387.5644752
6482,C16659,54.250363,0.8,317.4,317.4,332.6353527,1068.794802,0.3,0.3,0.230029377,0.304516663,4.848535419,4,3000,234.894972,126.945378,0.102700134,10,105.8,0.018083454,1.850362539,79.35,350.980728,144.6055964,105.8,220.4366287
2715,C12792,35.942931,0.818182,425.67,257.72,167.95,839.2027852,0.333333,0.083333,0.166667,0.153685154,3.579631666,4,6500,439.687694,126.895337,0.289830168,12,106.4176064,0.005529682,3.464963366,106.4175,455.0443775,83.97483205,257.7210309,234.4383063
2387,C12459,126.289657,0.909091,366.68,135.3205984,366.68,175.284005,0.333333,0.083333,0.333333,0.166667,2,4,3000,679.431948,126.692506,0.181818,12,91.67009167,0.042096552,5.36284244,91.67,87.64182722,91.67009167,135.3211397,87.6420025
8391,C18615,64.907748,0.727273,547.28,130,417.28,174.6313461,0.333333,0.083333,0.25,0.099959131,2.420256136,4,2500,1095.179494,126.509061,1,12,136.8201368,0.025963099,8.656925325,136.82,145.5856205,139.0933333,130.00052,72.15407641
5345,C15496,767.708957,1,1730.6,661.45,1069.15,177.9697536,1,0.571429,0.857143,0.228899538,3.25110308,45,4000,341.459733,126.503057,0.230704025,7,247.2285714,0.191927239,2.699221197,38.45777778,111.0716549,178.191637,165.362376,54.74134447
5771,C15931,371.896615,1,332,210.3290863,332,850.393519,1,0.201638995,1,0.2,5,10,2500,1756.127984,126.406004,0.111111,10,33.2,0.148758646,13.89275769,33.2,425.1967595,33.2,104.3097275,170.0787038
7474,C17676,51.199057,1,1319.04,1319.04,667.882122,1170.134747,1,1,0.744837956,0.395567329,14.4637359,18,3500,1324.448655,126.403394,0.875,12,109.92,0.014628302,10.47795168,73.28,246.5098148,74.72342553,109.92,80.90127996
8395,C18619,80.707136,0.818182,682.27,567.95,114.32,191.4785067,0.583333,0.5,0.333333,0.110990778,2.917130769,16,7500,1065.255264,126.386467,0.666667,12,97.46719855,0.010760951,8.428554807,42.641875,143.7645769,28.58002858,94.65833333,65.63932912
2617,C12692,86.650277,0.727273,910.51,241.8804996,910.51,1676.831569,0.583333,0.108863546,0.5,0.233673934,4.018183144,14,7000,884.056926,126.337242,0.666667,12,130.0729315,0.012378611,6.997595578,65.03642857,597.995512,151.7516667,185.1557212,417.3108863
5418,C15570,27.716642,0.1,1037.604828,236.1922505,801.4125772,480.104401,0.9609609,0.202652285,0.9219218,0.1,1,24.61979912,5000,1819.935298,126.0289135,0.103560303,10,107.9757592,0.005543328,14.44061722,42.14513784,480.104401,86.92847672,116.5504998,480.104401
2074,C12139,8.048086,0.272727,55.5,446.1673649,55.5,398.9630233,0.166667,0.207789051,0.166667,0.163726971,4.13884689,2,1200,318.843744,126.009475,0.535679191,12,27.7499445,0.006706738,2.530315629,27.75,203.0631747,27.7499445,178.9344224,96.39472875
7339,C17536,677.403883,1,881.9665694,341.4273169,540.5392526,1149.411566,0.900971225,0.249059045,0.758114225,0.666667,8,11.94426032,1200,126.873568,125.922743,0.226944194,6,163.1510798,0.564503236,1.00755086,73.84019989,287.3527478,118.834171,228.4781617,143.6764458
4883,C15017,169.343874,0.818182,1553.8,1553.8,1136.586464,525.4819994,0.5,0.5,0.930944609,0.09761078,1.823966519,8,16500,1921.042991,125.895667,0.8,12,258.9666667,0.010263265,15.25900801,194.225,448.6201878,101.7413257,258.9666667,288.0984897
5837,C15999,338.310239,1,2855.04,2488.95,366.09,840.9055707,0.75,0.25,0.583333,0.111193504,1.334323372,15,6000,2801.205072,125.713305,0.375,12,317.2266667,0.05638504,22.2824869,190.336,630.211854,52.29860131,829.65,630.211228
2550,C12623,93.964086,1,815.34,149.04,666.3,621.0717246,0.916667,0.25,0.75,0.142952444,2.073147851,14,2500,361.786239,125.693866,0.3,12,74.12179123,0.037585634,2.878312606,58.23857143,362.050312,74.03333333,49.68,299.5790794
4840,C14973,7.950803,0.636364,92.2,60.95335844,92.2,378.2439448,0.583333,0.126766014,0.583333,0.172047981,3.286269964,7,3000,152.592178,125.684033,0.166667,12,13.1714361,0.002650268,1.214093583,13.17142857,183.2066182,13.1714361,40.0694665,115.098257
7989,C18204,38.864992,0.818182,331.94,178.3096296,331.94,206.3809672,0.75,0.1551975,0.75,0.202408761,3.426041286,16,1500,369.269971,125.416136,0.181818,12,36.88222222,0.025909995,2.944357742,20.74625,84.96872279,36.88222222,95.74339635,60.23890255
8823,C19062,94.307698,1,343.99,283.3424751,343.99,759.3241309,1,0.429410835,0.888889,0.483645041,5.868875778,17,1000,327.62139,125.3494,0.177634771,9,38.22111111,0.094307698,2.613665402,20.23470588,174.4447697,42.99874463,73.31556322,129.3815306
6355,C16529,108.386507,1,211.9,211.9,217.655313,658.8948804,0.166667,0.166667,0.196932852,0.136902037,1.964240734,2,5100,131.85375,125.337911,0.091531109,12,105.9497881,0.021252256,1.051986178,105.95,401.0744323,92.1021685,105.9497881,335.445075
8094,C18312,5.020473,0.181818,100.05,130.1953034,100.05,489.5082542,0.25,0.167507816,0.25,0.177655238,3.497026217,3,4000,360.227309,125.327855,0.333333,12,33.35,0.001255118,2.874279696,33.35,229.6152645,33.35,64.77076052,139.9784342
6649,C16832,109.697529,1,1530.37,1530.37,658.311352,886.1396112,1,1,0.660997205,0.270617132,5.177812759,12,1200,1681.146226,125.221028,0.111111,12,127.5308333,0.091414608,13.42543064,127.5308333,272.8761743,82.99472206,127.5308333,171.1416871
786,C10814,14.731998,0.818182,121.5,248.9498613,121.5,197.7464165,0.818182,0.112180045,0.818182,0.138604886,2.590655541,9,4000,137.148597,125.135021,0.220209288,11,13.499997,0.003683,1.096004907,13.5,129.6992293,13.499997,201.7453783,76.33064812
8851,C19091,102.011668,0.888889,799,282.3149737,799,888.1518755,0.444444,0.34132208,0.333333,0.554545767,6.831406374,6,1000,907.540585,124.882315,1,9,199.7501998,0.102011668,7.267166572,133.1666667,177.9538274,266.3335997,91.90243531,130.0101073
2773,C12851,24.479088,1,90,225.5967791,90,395.1752043,0.5,0.228138717,0.5,0.129748076,2.525900163,6,2500,128.865057,124.844559,0.08618381,12,15,0.009791635,1.032204031,15,253.8092894,15,82.40482727,156.4492572
2834,C12915,335.360271,1,3237.47,3237.47,378.619556,499.5156242,0.75,0.75,0.534785376,0.271196913,6.253663812,19,2000,3137.11501,124.831219,0.571429,12,359.7188889,0.167680136,25.13085296,170.3931579,153.4910613,58.99867705,359.7188889,79.87567596
3599,C13699,592.171152,1,1015.154265,311.870582,703.2836832,1058.554385,0.94853576,0.486937263,0.810669932,0.142857,3,40.95777318,1800,216.539488,124.816467,0.142857,7,152.8904275,0.328983973,1.734863141,24.78538715,1058.555444,123.9334205,91.49626384,352.8514617
4765,C14898,165.290723,0.818182,971.2,971.2,185.975029,446.94537,0.166667,0.166667,0.112149104,0.083333,1,3,1000,1922.505496,124.779308,0.666667,12,485.5990288,0.165290723,15.40724602,323.7333333,446.9471578,138.1903066,485.5990288,446.94537
8606,C18839,2.892853,0.181818,52.68,923.7649439,52.68,234.6148157,0.166667,0.363598423,0.166667,0.119755438,3.841728955,2,500,290.072441,124.724211,1,12,26.33994732,0.005785706,2.325710772,26.34,163.2596819,26.33994732,211.7182231,61.07011152
6749,C16936,4.766639,0.363636,32.22,272.5506285,32.22,964.2247904,0.083333,0.143464973,0.083333,0.243661614,4.126441508,1,6000,185.232035,124.66745,0.5,12,32.22012888,0.00079444,1.485809127,32.22,329.7690777,32.22012888,158.3142698,233.6698069
8880,C19120,137.744895,1,441,280,441,1178.402416,0.75,0.142857,0.625,0.714286,8.999999997,6,1000,169.249683,124.639905,0.2,8,73.5,0.137744895,1.357909275,73.5,206.2203403,88.2,245.0002445,130.9336018
8816,C19055,195.61275,0.888889,1130.717376,286.0114412,844.705935,389.515222,0.957702304,0.658224049,0.827415129,0.333333,5,52.05061328,500,89.146808,124.57398,0.159776138,9,131.184047,0.3912255,0.715613389,21.72342082,129.8385372,113.4330419,48.27998773,77.9030444
8082,C18300,33.100875,0.888889,277.47,419.1581446,277.47,798.0723931,0.666667,0.164295715,0.555556,0.315421717,6.3433242,9,1500,194.180564,124.55425,0.142857,9,46.24497688,0.02206725,1.55900392,30.83,281.130644,55.4939556,283.4713447,125.8129599
4889,C15023,15.667283,1,147.48,482.1753897,147.48,339.2814252,1,0.137633562,1,0.137633562,2.514281268,12,3000,137.105608,124.544483,0.416667,12,12.29,0.005222428,1.100856535,12.29,205.4255637,12.29,291.9439258,134.9417146
1128,C11166,26.787185,0.272727,114,114,328.0032036,385.0808165,0.083333,0.083333,0.175417627,0.136560919,3.325755613,1,1200,333.794157,124.494411,0.494259353,12,114.000456,0.022322654,2.681197929,114,234.9871999,155.820146,114.000456,115.7874665
